"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"NPQ.16.2",0.495294955,0.530049799,0.540609104,0.459653411,0.533232262,0.465195045,0.24606867,0.386290274,0.443743914,0.741119454,0.792238659,0.963046997,0.825797064,0.824409122,0.592259893,0.705866066,0.66820984,0.561626694,0.267890597,0.218212371,0.22118381,0.570298296,0.440248886,0.495131741,0.529531504,0.550195335,0.248513453,0.424345298,0.533029701,0.557028082,0.212980662,0.351087026,0.396198384,0.433639177,0.45536039,0.367763772,0.091975274,0.200649236,0.225436635,0.192191389,0.19299137,0.099757342,0.321403484,0.118280595,0.321534232,0.090825435,0.139033098,0.113152276,0.491297435,0.369922366,0.487035058,0.469319727,0.534902417,0.506618127,0.409202926,0.397801469,0.325668786,0.149580056,0.201243826,0.133639237
"qP.16.2",0.857599987,0.848209122,0.849395218,0.872105194,0.855763154,0.84184656,0.809324821,0.825013827,0.835057975,0.890717454,0.858332769,0.878489165,0.873608685,0.854088797,0.858046957,0.905060214,0.916590844,0.904411221,0.867388346,0.839839412,0.842751367,0.876947317,0.871244609,0.853971347,0.835612694,0.860844518,0.738525754,0.865229426,0.853397906,0.841899733,0.798003713,0.858010562,0.845280515,0.838940782,0.845870206,0.838492746,0.674493952,0.812797296,0.800179639,0.796425925,0.682167701,0.700124991,0.827553499,0.852434107,0.844565578,0.678839948,0.758124433,0.756743119,0.859278651,0.792554155,0.844409094,0.879892514,0.889532038,0.886860788,0.863705731,0.8478569,0.846133837,0.740229553,0.768736313,0.696925438
"ABQ.16.2",0.338873219,0.255807859,0.327777727,0.178710255,0.197484601,0.128265019,0.112072039,0.216955695,0.092676218,0.175424669,0.207023469,0.357887042,0.191231844,0.153126198,0.085911809,0.235035006,0.547095578,0.349358034,0.070646096,0.087246045,0.180967833,0.156395318,0.127558624,0.271011016,0.279205764,0.092890361,0.196394912,0.215724581,0.228356421,0.224260014,0.156708902,0.11003138,0.184380929,0.27383808,0.134364695,0.136222654,0.183996024,0.201648805,0.2207836,0.110710207,0.374988619,0.108817268,0.216196383,0.057035432,0.279552635,0.187247559,0.15168991,0.161922393,0.183620841,0.234530013,0.151907044,0.156534169,0.312883728,0.283868302,0.194614012,0.064162129,0.253291623,0.24010129,0.132291574,0.100710885
"Quant.17.2",0.280317472,0.273387578,0.258343802,0.282432294,0.290364507,0.292380683,0.256516586,0.276475464,0.232460784,0.124809254,0.147614466,0.119770089,0.205458963,0.232646872,0.281445539,0.143398712,0.131074411,0.202854498,0.219306399,0.273937431,0.243166382,0.297729533,0.334556455,0.22529282,0.281675131,0.317419041,0.252054523,0.282576942,0.21808712,0.226800827,0.251393184,0.298845785,0.267088193,0.215202437,0.217893032,0.225374621,0.23371238,0.263727449,0.220329737,0.273166168,0.251899955,0.278975842,0.294508493,0.284847508,0.260822013,0.301899832,0.295492706,0.289774652,0.284502512,0.243217506,0.279501054,0.206850351,0.204386867,0.204883767,0.167949704,0.129851495,0.118790808,0.275268493,0.281564851,0.256033989
"Sigma.17.2",2.405853508,2.577793725,2.437589041,2.610906781,3.167739672,3.346779172,3.914970138,2.878848544,3.612411805,4.462378877,4.540429165,3.603443429,3.859058254,3.646699777,3.565039137,2.443926413,3.001368048,2.798449799,4.29214069,4.171299407,3.192840629,3.197528437,4.153031071,3.977443998,3.168653982,3.623770808,2.849731945,3.516424587,3.493609728,2.87982269,3.780196824,3.939871029,2.607017968,2.88618146,3.715740059,3.260884528,3.103832659,3.941805648,2.851536872,3.842195749,3.70895681,4.014545322,3.691332839,3.690457153,3.653261067,3.021860994,5.253413138,4.036763865,3.935995864,3.548223296,3.50806203,3.832865373,3.468540459,3.744285724,4.108589102,4.072240413,4.171655769,2.624260253,3.666610533,2.988922608
"Connect.17.2",0.48822953,0.348593741,0.345332051,0.433530071,0.282987936,0.249998054,0.163222026,0.27169891,0.263452938,0.455146735,0.360034541,0.019352562,0.391907643,0.391916776,0.210234916,0.466125188,0.576698958,0.332877617,0.270257441,0.182145883,0.394319662,0.210777912,0.124379001,0.33876907,0.312127661,0.128684426,0.278250392,0.220012095,0.389817988,0.210361291,0.093910996,0.029680361,0.310910897,0.436933745,0.349843275,0.352779285,0.173794034,0.022955358,0.308650444,0.223727189,0.290358697,0.207719881,0.330622097,0.166162909,0.274647369,0.185559575,0.210290517,0.288345653,0.372506987,0.315454724,0.161242797,0.283964461,0.163868431,0,0.260767398,0.181667468,0.224822424,0.334986296,0.285845922,0.180820667
"Tau1.17.2",888.4855733,1185.513398,1012.647243,1001.91234,1059.544494,1323.665328,1547.359521,1362.092641,1907.266334,963.2439502,1010.667987,774.2665607,952.9852977,937.0979518,859.9510064,800.5391605,1350.455756,1191.700996,1104.259131,1210.189935,951.7870438,1068.491471,1216.335315,1128.117426,1319.378429,1010.576683,1731.931391,1240.187318,1210.546265,1023.246749,1516.317739,993.8536849,823.8309124,1170.646591,1574.05408,1315.099379,1250.316167,1044.446637,1102.711028,1282.586203,1100.956983,1130.520027,838.3744303,910.4565672,882.2082228,2047.174532,1866.459977,1492.445035,836.3230012,1175.440123,874.7329863,1044.26941,1056.756342,965.6847199,965.8342986,1086.623522,1151.205878,935.6152812,905.6465034,996.6544246
"Tau2.17.2",1282972.745,1171227.631,1326790.971,1015109.985,1096166.603,1061795.104,1052989.773,1137531.507,1057517.676,6829354.949,3049209.713,3991297.416,1816844.62,1700102.254,1115418.027,3530275.893,3300683.204,1777218.1,1304744.378,1365983.072,1796104.816,1008502.714,726367.1858,1250420.896,788914.9149,691449.2427,1017550.48,955028.1984,1199106.585,1191537.686,1131622.913,855099.2997,1119129.395,1030568.281,1575851.199,1179439.478,907219.0878,1039752.238,1319944.9,1055595.069,1211553.74,1318153.882,973029.8135,1241232.234,1128474.855,925615.8546,724288.3475,766526.0812,1150412.496,1215767.521,1017715.828,2393119.759,2258017.272,2128351.256,2424222.388,3106228.464,2468742.714,1163338.046,878531.4049,1095495.091
"NPQ.17.2",0.486982004,0.512688813,0.508598452,0.453738982,0.531001446,0.463832456,0.238535851,0.372705269,0.445341851,0.739601623,0.777098809,0.967492864,0.839948273,0.839180348,0.576749821,0.632600332,0.669531813,0.545376513,0.261422241,0.20161152,0.204239883,0.551086612,0.419566815,0.497135676,0.53666351,0.53865271,0.2407831,0.400319222,0.506964321,0.507207832,0.201356497,0.356816342,0.387957009,0.433111036,0.437362533,0.358883698,0.077781737,0.187405856,0.212429645,0.16945661,0.178239635,0.083427036,0.324670597,0.090865145,0.320998888,0.084774931,0.135062056,0.115834713,0.481249927,0.375733001,0.464821466,0.456183096,0.492311028,0.475523974,0.391022216,0.377774843,0.320539327,0.13247437,0.208632712,0.119614791
"qP.17.2",0.842566443,0.839404293,0.838386262,0.857233623,0.858557611,0.851296046,0.796458078,0.817858845,0.835148087,0.890086244,0.854302313,0.887550265,0.869517229,0.859684749,0.857941955,0.882631885,0.889892757,0.878931413,0.84627438,0.837187475,0.832754939,0.867103927,0.871865444,0.842875709,0.831279759,0.865939922,0.724331671,0.850363517,0.832021498,0.825448317,0.799122557,0.863937629,0.846670889,0.829104147,0.829692502,0.81484041,0.661012718,0.817728911,0.778992622,0.766029988,0.668470314,0.684123609,0.843703931,0.832389518,0.834710432,0.678988922,0.752422992,0.746658651,0.855385864,0.787765826,0.852112621,0.86689005,0.870909669,0.888314396,0.852087326,0.827295525,0.837882018,0.720599763,0.760558645,0.676828669
"ABQ.17.2",0.362926721,0.253468313,0.379289378,0.238863032,0.231909481,0.101852145,0.055556771,0.238833666,0.048750661,0.130399566,0.21186322,0.415081967,0.228065656,0.171872415,0.104531214,0.477767648,0.489166146,0.359125658,0.040007788,0.068818551,0.258094958,0.203418807,0.12908001,0.23000745,0.302588016,0.108729092,0.158119917,0.182554864,0.29104902,0.281781872,0.187974418,0.094207678,0.254999775,0.223012428,0.21451907,0.11157923,0.19353742,0.188763592,0.239313729,0.136759456,0.398563125,0.119298976,0.017147412,0.133242086,0.226666383,0.169095932,0.143590299,0.120771936,0.147277885,0.24213157,0.205626249,0.07955631,0.362187012,0.123437684,0.190943672,0.103595555,0.10576333,0.268259768,0,0.067422553
"Quant.18.2",0.28735251,0.256648744,0.249900974,0.299577982,0.293466554,0.294699271,0.249788822,0.274924686,0.236524012,0.141917993,0.160726645,0.110240575,0.215922817,0.241991695,0.280131478,0.145719814,0.159981889,0.192222364,0.229310443,0.274099085,0.232830892,0.304474822,0.328297868,0.237000458,0.29757704,0.315605551,0.262442125,0.283517067,0.232981862,0.235326103,0.245394616,0.294746053,0.272558602,0.227569508,0.225307371,0.238467747,0.234117713,0.257795674,0.219750998,0.268011435,0.255262712,0.254218856,0.283293797,0.283661096,0.262472887,0.29125001,0.31124675,0.29831208,0.296346786,0.244643282,0.278299929,0.234815635,0.20217643,0.186831454,0.167302085,0.136569338,0.122718721,0.269677652,0.284906119,0.251033116
"Sigma.18.2",2.576066839,2.814935851,2.563175782,2.622190821,3.235567995,3.241387996,4.145267836,3.091443292,3.495776809,3.975569489,4.60841982,4.243777684,4.539866731,3.394943622,3.59128767,2.517001685,3.164004421,2.874019281,3.671343986,4.333653629,3.555087683,3.322630041,4.59469283,3.780823916,3.271092697,3.870983465,2.531851964,3.58619538,3.369958958,2.906157322,3.802621455,3.840185935,2.803564837,2.947948443,3.91662751,2.916691657,3.088316432,3.607442495,3.239545113,4.209699742,3.644062549,4.558352056,3.537692919,3.778229597,3.32593335,3.070752623,5.368907504,4.019738171,3.674299495,3.59750073,3.428405855,3.607423259,3.835949497,3.011670604,4.287411686,3.789202964,3.313670584,2.836097551,3.291091952,3.017355079
"Connect.18.2",0.330517227,0.515978827,0.356358533,0.268815684,0.270959642,0.242471333,0.31013552,0.327658941,0.217445029,0.365967106,0.139154197,0.196829115,0.274919838,0.272961956,0.192869443,0.475563594,0.198088025,0.415970548,0.252240705,0.195749292,0.450597809,0.115979305,0.305518477,0.21485141,0.209121257,0.245642974,0.130494947,0.151818505,0.313440947,0.288145602,0.109077009,0.11891813,0.283215448,0.370497841,0.213204206,0.213815757,0.091216378,0.053844518,0.28514005,0.237025112,0.26386414,0.381635167,0.415033328,0.227870936,0.231648281,0.343145415,0.077399424,0.272993117,0.310105984,0.253085645,0.208550682,0,0.244530118,0.303289255,0.136621286,0.278238098,0.227866357,0.378650128,0.390783636,0.299999893
"Tau1.18.2",919.6620095,1243.15005,1273.07949,1180.891015,1058.229338,1350.566774,1368.3347,1163.018245,1667.540593,833.9301639,1180.115423,936.7197937,974.1816209,856.1904302,837.5129986,684.9508235,1104.866244,1320.255851,1093.654747,1082.811191,971.9859012,1008.451863,1234.384013,1042.934476,1293.458192,1015.246704,1522.356542,1105.452154,1332.024708,941.9236557,1417.570876,1069.041618,749.5255326,1281.686424,1613.180481,1634.574321,1439.824849,1046.508785,1074.589468,1296.61192,1128.50556,1146.728961,926.1856724,897.4124214,968.6150798,1994.986046,1838.594733,1499.920167,819.6582574,1044.176242,922.9732003,998.2516059,990.0146904,1030.731433,990.6234297,1025.933132,977.7906948,916.7627584,955.0259704,1025.575279
"Tau2.18.2",1321001.615,1111834.816,1673071.138,1300027.587,1180135.69,1047306.872,861481.355,859625.526,1052667.645,4085316.878,4639756.06,17007081.81,1781519.278,1216663.576,1042759.58,3425714.156,2616229.658,2117252.728,1764969.621,1244136.91,1533501.472,881986.9166,727762.4018,1107933.881,738769.2197,650000.3686,825121.7939,838067.148,1747680.606,1093874.468,1093366.564,941423.3203,1105433.454,1238755.639,1728098.351,1652233.21,1000487.325,1108257.87,1205784.363,967185.0681,1047763.448,1069976.138,1142904.276,1153644.968,1237182.563,1066954.288,735498.733,731417.4387,969059.4758,1136735.704,1239939.143,2071056.8,1897898.66,2168034.957,2324573.014,2391655.95,3112397.66,1334833.626,908123.7356,1115962.889
"NPQ.18.2",0.477811167,0.522209833,0.495991418,0.444551994,0.539151807,0.457119311,0.235473824,0.369867414,0.439440088,0.711110113,0.75673477,0.977016761,0.862627873,0.837484406,0.568692417,0.612915242,0.6294964,0.535534129,0.232370386,0.19139696,0.204121631,0.542161564,0.423295508,0.479574667,0.532777713,0.551504225,0.210223536,0.375461917,0.476497935,0.486116368,0.192901264,0.365280736,0.399966586,0.419335043,0.425845156,0.325962529,0.060687345,0.175761556,0.206147637,0.16730529,0.157453552,0.098565456,0.314823389,0.07524778,0.293336587,0.092771278,0.130115495,0.110777723,0.457925207,0.37717839,0.462453347,0.409822412,0.478028683,0.449482272,0.375619796,0.357649379,0.292756324,0.12886126,0.186568467,0.115892095
"qP.18.2",0.845435288,0.826494775,0.822246853,0.87201185,0.865710876,0.850248181,0.782642836,0.814012749,0.836297607,0.892990941,0.85742803,0.8832701,0.886161274,0.866618843,0.852931854,0.873413033,0.899083846,0.860359988,0.831902191,0.826515656,0.813377315,0.869882563,0.866664139,0.845969431,0.845624241,0.869839895,0.712226203,0.835410617,0.830951903,0.822831166,0.779094302,0.864296906,0.861807475,0.835332082,0.831157127,0.806731459,0.635679679,0.7936533,0.770635794,0.754774162,0.652911545,0.656789096,0.821108501,0.806710094,0.814447992,0.6693951,0.774685839,0.756494001,0.856041381,0.790589466,0.849399682,0.870554751,0.858509276,0.845672305,0.836887554,0.817384395,0.809415448,0.706588053,0.745111711,0.663316409
"ABQ.18.2",0.317854,0.184791712,0.347309818,0.235573485,0.215462962,0.130135117,0,0.182623705,0.079463927,0.225265929,0.200061266,0.311141649,0.091882315,0.229043619,0.09793809,0.462152501,0.46148538,0.341819454,0.178856918,0.032575351,0.17392135,0.17225299,0.036460415,0.26807109,0.280041538,0.047926833,0.25202939,0.166335607,0.316141215,0.275214103,0.183157374,0.117125685,0.198833127,0.206384168,0.172052896,0.205353816,0.19756897,0.257576615,0.13580725,0.054190954,0.409086246,0,0.058055507,0.112627441,0.295956128,0.155652476,0.124762445,0.12448022,0.203973646,0.231606356,0.223663779,0.13369512,0.294625956,0.294947781,0.155730235,0.165899348,0.289681145,0.209191741,0.102415726,0.058551302
"Quant.19.2",0.150891409,0.136627301,0.119855174,0.144324332,0.135231748,0.153178048,0.147481612,0.120145466,0.109265786,0.098566652,0.091139268,0.078349691,0.128291553,0.151712504,0.178727797,0.091898599,0.09194817,0.136921631,0.134135736,0.150059152,0.145529539,0.132426942,0.214443125,0.119368097,0.136690765,0.164580286,0.148461663,0.145976422,0.113862291,0.086249747,0.135586543,0.131127491,0.114900613,0.10140976,0.124120292,0.115168724,0.117007271,0.149677794,0.110020177,0.13106567,0.114817645,0.144884288,0.15752638,0.17316249,0.18979494,0.119558794,0.162180917,0.162315479,0.15757956,0.132591415,0.142839794,0.132620259,0.121509967,0.114044774,0.106494948,0.095928872,0.073522406,0.133767503,0.160702897,0.119542947
"Sigma.19.2",2.57007568,2.691660172,3.203825109,2.672533753,3.965228366,3.08650613,3.445775538,3.676537154,3.797544616,3.919696,4.656051952,5.043645636,4.14101026,3.222433682,3.460874982,3.861896772,2.835383154,2.907987008,3.762476265,4.438228129,3.344999708,2.734796103,3.732093917,3.535447433,3.452049332,3.552325915,3.048289301,3.462723767,4.095130022,3.134738872,4.354205891,3.690747681,2.862817281,2.599793509,4.462748902,2.967425125,2.96601327,3.281143312,2.927940134,3.701530514,3.706307498,3.09202738,2.581107565,3.415630298,3.727132433,2.922203594,5.627094077,3.877934058,3.982310562,4.436223346,4.023400496,3.169599095,3.429764696,2.638493122,4.387628862,3.648394549,3.791688937,2.973714735,3.016336162,2.73352263
"Connect.19.2",0.378571551,0.235506572,0.427257337,0.257751796,0.071849535,0.378434176,0.269721158,0.277087688,0.241065528,0,0.135155711,0,0.463272616,0.275769845,0.17895904,0.458960541,0.65485915,0.324011317,0.341010302,0.373411083,0.399618787,0.490336584,0.135913923,0.218162725,0.372331734,0.358430458,0.399653171,0.225651624,0.498651555,0.712310681,0.269265913,0.186404797,0.275041062,0.48032831,0.312814299,0.258855918,0.42010689,0.131885377,0.300305808,0.342941652,0.330438059,0.422680885,0.449004987,0.208993888,0.077836457,0.548559576,0.29114957,0.34616998,0.387407627,0.306197951,0.259825449,0.488330528,0.274599833,0.570775721,0.26586378,0.48178492,0.339838162,0.415673571,0.263055632,0.591090162
"Tau1.19.2",971.6699622,1284.106929,1026.038905,808.6296505,1276.920775,1254.303881,1670.772083,1363.10766,1599.545128,1006.099407,1278.65517,1626.240816,1063.01827,933.4745598,977.9412149,924.3818583,853.5877689,1021.553085,1029.310869,1106.016471,1061.483551,975.6023669,982.4431819,1034.309611,1034.720089,1015.469053,1096.145595,1088.993504,841.0416625,744.6434101,1610.019383,1014.948625,982.4648221,811.3794749,1794.208317,1094.073181,1132.684984,1058.872785,1590.509956,1405.948144,1576.493222,987.8260028,1134.490419,1324.250451,1532.617682,1142.450566,1791.820472,1177.727322,954.0238707,971.9186611,1137.290219,948.1967255,928.003827,1049.094909,929.5895606,928.7700616,942.0069965,673.8487896,1054.550399,962.9029585
"Tau2.19.2",1914509.935,2615703.729,2011231.533,2241721.869,2870828.639,2770755.359,2367854.321,2181021.33,2749588.262,9203973.402,10157985.6,11265641.97,2201388.598,1650766.444,2042763.631,7555146.765,2314700.024,2534404.323,2223111.343,2481716.556,4764832.8,2311376.842,1190231.457,2662340.096,1443606.956,1369736.069,1768490.069,2075348.579,1767332.253,2373565.887,2119120.575,1737765.237,2207891.321,1828424.987,3032383.704,2313553.809,1895948.605,1842365.815,2270088.655,1996379.348,1886144.156,2136309.675,2323208.423,1531690.511,1492642.833,2028513.416,1427353.178,1393570.988,1882696.59,2332762.036,2092267.015,3101152.476,3159929.41,3411136.684,2654106.719,5055382.428,5339131.248,1715656.09,1693250.588,2649388.201
"NPQ.19.2",0.32485454,0.373799987,0.413231001,0.226069789,0.29911919,0.299781497,0.1855548,0.24908676,0.409115446,0.692770972,0.746854274,0.876943367,0.895531926,0.833656472,0.532227248,0.619091076,0.65460618,0.526827574,0.289087722,0.217352428,0.244974185,0.294010189,0.338583794,0.33760716,0.32990203,0.357754319,0.16985732,0.362135186,0.552594233,0.562018803,0.158875632,0.175082789,0.217697361,0.3619457,0.4231365,0.293442192,0,0.08125299,0.126249262,0.106414117,0.074261435,0.022172366,0.183961966,0.000929501,0.192017019,0.073090316,0.095844913,0.078521088,0.337585341,0.176211258,0.23203231,0.410604691,0.444207101,0.434111318,0.367025729,0.336448115,0.289906229,0.003316786,0.045272285,0.024148218
"qP.19.2",0.586343169,0.600159113,0.622070217,0.511394036,0.535057077,0.574270933,0.559745211,0.511207278,0.655139085,0.837385203,0.787589759,0.817442073,0.826594069,0.792719729,0.731397538,0.815436828,0.837298276,0.789164625,0.729052729,0.638451764,0.703060983,0.522168762,0.678053043,0.596752064,0.547660356,0.598750389,0.496202711,0.650452971,0.742305285,0.703445638,0.538790368,0.465880636,0.49000398,0.623531464,0.699869988,0.598704999,0.2676108,0.459682697,0.457842845,0.434415254,0.322284807,0.334258338,0.520618774,0.420355901,0.607038235,0.341969389,0.467054277,0.458677864,0.612534245,0.459696385,0.510248293,0.733194083,0.730731398,0.736317474,0.734497699,0.726449195,0.709584662,0.273454915,0.369522906,0.283030111
"ABQ.19.2",0.319440467,0.220492474,0.184174099,0.220897409,0.038540212,0.171699501,0.168744777,0.027925136,0,0.236154204,0.191793185,0.181305508,0.17166629,0.268218832,0.130695232,0.174767528,0.51741683,0.334040488,0.158474017,0.009230627,0.222738484,0.318696554,0.217353508,0.315573472,0.240213482,0.126301051,0.099461248,0.195038418,0.168983754,0.21820663,0.064671302,0.151482146,0.181900722,0.300110796,0.056606732,0.191531595,0.229346753,0.324730047,0.218932119,0.168363243,0.398992732,0.321678681,0.312755484,0.197789198,0.211029063,0.196498165,0.082672954,0.15536589,0.137243939,0.052462785,0.088931804,0.238836431,0.369317298,0.382311124,0.135995641,0.196894888,0.187213069,0.170819011,0.177350271,0.147110216
